,Request #,Status,Request Type,Subrequest Type,Additional Subrequest Type,Date / Time Opened,Date / Time Closed,Request Origin,System of Origin ID,Contact Type,Preferred Language,State Issue,Parent Request,Closed When Created,Address,City,Council District,ZIP,Latitude,Longitude,Mapped Location
197977,433795,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/31/2020 12:01:52 PM,08/15/2020 07:07:35 AM,hubNashville Community,,,,False,,False,1005 9th Ave S,NASHVILLE,17.0,37203.0,36.14492855250885,-86.7808627460327,"(36.14492855250885, -86.7808627460327)"
198158,437269,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/04/2020 04:42:48 PM,08/04/2020 08:16:37 PM,hubNashville Community,,,,False,,False,1406 4th Ave N,NASHVILLE,19.0,37208.0,36.1792589,-86.78874619999998,"(36.1792589, -86.78874619999999)"
199106,435028,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/01/2020 06:28:41 AM,08/03/2020 06:15:40 PM,Mobile App,,,,False,,False,3203 Long Blvd,NASHVILLE,21.0,37203.0,36.1441541,-86.82013859999998,"(36.1441541, -86.82013859999999)"
200179,260335,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/16/2019 09:57:24 PM,07/31/2020 07:13:40 AM,hubNashville Community,,,,False,,False,1300 Brick Church Pike,NASHVILLE,2.0,37207.0,36.198257314845435,-86.7771874036567,"(36.19825731484544, -86.77718740365668)"
200830,148011,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,02/27/2019 08:01:56 PM,08/05/2020 07:15:42 AM,hubNashville Community,,,,False,,False,1716A 6th Ave N,,,37208.0,36.182503999999994,-86.79395449999998,"(36.182504, -86.79395449999998)"
200948,476072,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/05/2020 10:13:24 PM,,hubNashville Community,,,,False,134971.0,False,1800 Porter Rd,NASHVILLE,7.0,37206.0,36.19613601162096,-86.720881,"(36.19613601162096, -86.720881)"
201303,120956,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,12/04/2018 04:14:01 PM,08/25/2020 07:39:24 AM,hubNashville Community,,,,False,,False,500 N 17th St,NASHVILLE,6.0,37206.0,36.181239500000004,-86.73900500000002,"(36.1812395, -86.73900500000002)"
202643,472974,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/29/2020 10:04:15 PM,09/30/2020 12:34:23 PM,hubNashville Community,,,,False,,False,817 3rd Ave N,NASHVILLE,19.0,37201.0,36.171385,-86.783148,"(36.171385, -86.783148)"
203399,59175,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,04/09/2018 04:07:25 PM,04/11/2018 07:45:49 PM,Phone,,,,False,,False,,,,,,,
204223,461151,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/09/2020 10:02:43 PM,09/10/2020 11:27:35 AM,Phone,,,,False,,False,112 Lucile St,NASHVILLE,5.0,37207.0,36.196174299999996,-86.77053790000001,"(36.1961743, -86.7705379)"
204267,490840,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/29/2020 12:23:09 PM,10/29/2020 01:35:35 PM,hubNashville Community,,,,False,,False,525 31st Ave N,NASHVILLE,21.0,37209.0,36.155981,-86.82197389999997,"(36.155981, -86.82197389999999)"
204318,194564,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/05/2019 02:13:56 AM,,hubNashville Community,,,,False,134974.0,False,1431 Lischey Ave,NASHVILLE,5.0,37207.0,36.19855130000001,-86.76152530000002,"(36.19855130000001, -86.76152530000002)"
204520,150509,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,03/06/2019 02:55:05 AM,,hubNashville Community,,,,False,,False,2130 Whitney Ave,,,37210.0,36.12721,-86.75116390000001,"(36.12721, -86.7511639)"
205080,486988,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/23/2020 02:26:13 PM,10/26/2020 12:57:06 PM,hubNashville Community,,,,False,,False,2912 Tuggle Ave,NASHVILLE,16.0,37211.0,36.108545899999996,-86.733192,"(36.1085459, -86.733192)"
205560,446143,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/17/2020 01:40:03 AM,,Mobile App,,,,False,255792.0,False,716 S 12th St,NASHVILLE,6.0,37206.0,36.1664463,-86.75017209999999,"(36.1664463, -86.7501721)"
205875,445944,Closed,Property Violations,Short Term Rental Complaint,,08/16/2020 02:43:22 PM,10/14/2020 07:06:18 AM,hubNashville Community,,,,False,,False,1504 18th Ave S,NASHVILLE,17.0,37212.0,36.13928,-86.79603,"(36.13928, -86.79603)"
206497,487006,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/23/2020 02:38:01 PM,10/27/2020 08:16:14 AM,hubNashville Community,,,,False,487210.0,False,2912 Tuggle Ave,NASHVILLE,16.0,37211.0,36.108545899999996,-86.733192,"(36.1085459, -86.733192)"
208363,468482,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/22/2020 02:34:20 AM,09/26/2020 07:37:34 AM,hubNashville Community,,,,False,,False,1019 11th Ave N,NASHVILLE,19.0,37208.0,36.170815399999995,-86.79656829999998,"(36.1708154, -86.79656829999999)"
209143,468472,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/22/2020 01:45:48 AM,10/01/2020 07:37:10 AM,Mobile App,,,,False,,False,127 Fern Ave,NASHVILLE,2.0,37207.0,36.19714260000001,-86.7812046,"(36.19714260000001, -86.7812046)"
209365,486972,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/23/2020 02:17:36 PM,10/26/2020 12:57:53 PM,hubNashville Community,,,,False,,False,2912 Tuggle Ave,NASHVILLE,16.0,37211.0,36.108545899999996,-86.733192,"(36.1085459, -86.733192)"
209503,487210,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/23/2020 04:41:33 PM,10/27/2020 08:16:14 AM,hubNashville Community,,,,False,,False,2912 Tuggle Ave,NASHVILLE,16.0,37211.0,36.108545899999996,-86.733192,"(36.1085459, -86.733192)"
209748,459107,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/06/2020 06:55:10 AM,10/20/2020 07:09:03 AM,hubNashville Community,,,,False,,False,939 Southside Pl,NASHVILLE,17.0,37203.0,36.1459408,-86.78143670000001,"(36.1459408, -86.7814367)"
209749,487021,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/23/2020 02:44:49 PM,10/27/2020 08:16:14 AM,hubNashville Community,,,,False,487210.0,False,2912 Tuggle Ave,NASHVILLE,16.0,37211.0,36.108545899999996,-86.733192,"(36.1085459, -86.733192)"
210310,256771,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/08/2019 08:29:26 PM,01/16/2020 02:04:39 PM,Phone,,,,False,,False,1510 Andy St,NASHVILLE,7.0,0.0,36.2024045,-86.7295297,"(36.2024045, -86.7295297)"
210324,261499,Assigned,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/18/2019 07:57:24 PM,,Phone,,,,False,,False,600 S 12th St,NASHVILLE,6.0,37206.0,36.16923,-86.74995,"(36.16923, -86.74995)"
212433,459193,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/06/2020 07:08:11 PM,09/08/2020 07:39:53 PM,hubNashville Community,,,,False,,False,347 Lanier Dr,MADISON,9.0,37115.0,36.2580692,-86.6977017,"(36.2580692, -86.6977017)"
212469,468485,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/22/2020 02:46:45 AM,,hubNashville Community,,,,False,,False,1609 Linden Ave,NASHVILLE,18.0,37212.0,36.1278311,-86.79354010000002,"(36.1278311, -86.79354010000002)"
212501,459194,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/06/2020 07:10:59 PM,09/08/2020 07:40:44 PM,hubNashville Community,,,,False,,False,347 Lanier Dr,MADISON,9.0,37115.0,36.2580692,-86.6977017,"(36.2580692, -86.6977017)"
212737,198107,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/11/2019 04:45:48 PM,,hubNashville Community,,,,False,,False,227 Treutland Ave,NASHVILLE,5.0,37207.0,36.180560761614366,-86.76950065000004,"(36.180560761614366, -86.76950065000005)"
212738,198105,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/11/2019 04:44:34 PM,,hubNashville Community,,,,False,198107.0,False,227 Treutland Ave,NASHVILLE,5.0,37207.0,36.180437,-86.76951500000001,"(36.180437, -86.76951500000001)"
212755,214291,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/12/2019 08:18:19 PM,,hubNashville Community,,,,False,198107.0,False,227 Treutland Ave,NASHVILLE,5.0,37207.0,36.180437,-86.76951500000001,"(36.180437, -86.76951500000001)"
213332,45240,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,02/09/2018 06:51:26 PM,02/14/2018 01:33:28 PM,Phone,,Resident,,False,,False,2009 18th Ave S,,,,,,
213345,498030,In Progress,Property Violations,Short Term Rental Complaint,,11/09/2020 03:09:43 AM,,hubNashville Community,,,,False,,False,1318B Stainback Ave,NASHVILLE,5.0,37207.0,36.19519151162057,-86.76481199999998,"(36.19519151162057, -86.76481199999998)"
213436,474009,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/01/2020 04:11:16 PM,10/01/2020 08:35:51 PM,hubNashville Community,,,,False,,False,210 Anne Dallas Dudley Blvd,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)"
213611,44867,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,02/08/2018 03:51:20 PM,02/13/2018 04:09:55 PM,Phone,,Resident,,False,,False,3107 Acklen Ave,,,,,,
213812,465664,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/17/2020 02:46:59 AM,09/17/2020 03:39:32 PM,hubNashville Community,,,,False,,False,2214 24th Ave N,NASHVILLE,2.0,37208.0,36.1891182,-86.8151204,"(36.1891182, -86.8151204)"
214754,471335,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/26/2020 11:07:54 PM,09/28/2020 02:44:59 PM,Mobile App,,,,False,,False,207 Myrtle St,NASHVILLE,5.0,37206.0,36.179430100000005,-86.7563551,"(36.1794301, -86.7563551)"
215214,471383,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/27/2020 05:26:00 AM,09/28/2020 02:43:57 PM,hubNashville Community,,,,False,,False,502 Southgate Ave,NASHVILLE,17.0,37203.0,36.13589326159537,-86.76551394999998,"(36.13589326159537, -86.76551394999998)"
216210,487033,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/23/2020 02:52:05 PM,10/27/2020 08:16:22 AM,hubNashville Community,,,,False,,False,2911 Tuggle Ave,NASHVILLE,16.0,37211.0,36.1087586,-86.73375940000001,"(36.1087586, -86.7337594)"
216252,41049,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,01/23/2018 02:34:02 AM,01/23/2018 04:23:15 PM,hubNashville Community,,Resident,,False,,False,1416 Norvel,,,,,,
216868,211423,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/08/2019 05:48:27 PM,,hubNashville Community,,,,False,,False,2840 Steamboat Dr,NASHVILLE,15.0,37214.0,36.23568119999999,-86.69706610000004,"(36.23568119999999, -86.69706610000003)"
217320,39630,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,01/17/2018 06:59:59 PM,01/31/2018 12:42:53 PM,Phone,,Resident,,False,,False,5504 BON AIR CIR,,,,,,
217579,474402,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/02/2020 03:51:38 AM,10/02/2020 08:44:47 PM,hubNashville Community,,,,False,,False,2208 Elliott Ave,NASHVILLE,17.0,37204.0,36.12908566159248,-86.77976819325409,"(36.129085661592484, -86.77976819325409)"
217800,468483,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/22/2020 02:38:23 AM,,hubNashville Community,,,,False,,False,1515 Clairmont Pl,NASHVILLE,25.0,37215.0,36.11144099999999,-86.799159,"(36.11144099999999, -86.799159)"
217840,468487,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/22/2020 02:51:28 AM,09/26/2020 07:38:16 AM,hubNashville Community,,,,False,,False,1720 Northview Ave,NASHVILLE,7.0,37216.0,36.2005672,-86.73544910000003,"(36.2005672, -86.73544910000001)"
217875,468488,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/22/2020 02:55:42 AM,09/26/2020 07:38:09 AM,hubNashville Community,,,,False,,False,819 Meridian St,NASHVILLE,5.0,37207.0,36.1852654,-86.7680275,"(36.1852654, -86.7680275)"
217955,283060,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,12/18/2019 03:28:33 AM,,hubNashville Community,,,,False,,False,1431 Lischey Ave,NASHVILLE,5.0,37207.0,36.19855130000001,-86.76152530000002,"(36.19855130000001, -86.76152530000002)"
218885,274514,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/21/2019 08:38:16 PM,,hubNashville Community,,,,False,,False,903 Mcferrin Ave,NASHVILLE,5.0,37206.0,36.187005240772294,-86.75387662883604,"(36.187005240772294, -86.75387662883605)"
219104,462960,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/12/2020 09:41:31 PM,09/14/2020 03:11:40 PM,hubNashville Community,,,,False,,False,920 N 5th St,NASHVILLE,5.0,37207.0,36.1877026,-86.7630653,"(36.1877026, -86.7630653)"
219374,468734,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/22/2020 03:20:37 PM,09/22/2020 04:17:54 PM,hubNashville Community,,,,False,,False,1715b 6th Ave N,NASHVILLE,19.0,37208.0,36.18243659999999,-86.7946077,"(36.18243659999999, -86.7946077)"
220026,71449,On Hold,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/31/2018 04:33:25 PM,,hubNashville Community,,,,False,,False,125 W End Pl,NASHVILLE,24.0,,36.136390486237104,-86.82314580971224,"(36.1363904862371, -86.82314580971224)"
220145,225169,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/04/2019 08:42:27 PM,,hubNashville Community,,,,False,,False,1800 Porter Rd,NASHVILLE,7.0,37206.0,36.19613599999999,-86.72088099999996,"(36.19613599999999, -86.72088099999996)"
220467,186351,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/19/2019 08:20:59 PM,,hubNashville Community,,,,False,,False,109 Fern Ave,NASHVILLE,2.0,37207.0,36.19636320000001,-86.7790554,"(36.1963632, -86.7790554)"
220508,217235,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/18/2019 11:29:58 PM,,Mobile App,,,,False,186351.0,False,109 Fern Ave,NASHVILLE,2.0,37207.0,36.19636300177883,-86.77905522286892,"(36.19636300177883, -86.77905522286892)"
220574,257004,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/09/2019 03:07:35 PM,,hubNashville Community,,,,False,,False,1125 Chester Ave,NASHVILLE,7.0,37206.0,36.19513541533969,-86.74079364573623,"(36.19513541533969, -86.74079364573623)"
220655,271799,Assigned,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/14/2019 09:55:28 PM,,Phone,,Resident,,False,,False,900 Locklayer St,NASHVILLE,19.0,37208.0,36.1711,-86.79133,"(36.1711, -86.79133)"
220772,294471,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/16/2020 09:06:01 PM,,hubNashville Community,,,,False,,False,1717 Villa Pl,NASHVILLE,17.0,37212.0,36.13669209999999,-86.79345219999998,"(36.13669209999999, -86.79345219999999)"
221153,33763,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,12/15/2017 09:21:52 PM,12/19/2017 03:16:03 PM,hubNashville Community,,Resident,,False,,False,4619 Shys Hill Rd,,,,,,
221220,192107,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/30/2019 07:00:48 PM,10/22/2020 07:11:05 AM,hubNashville Community,,,,False,,False,1313A Little Hamilton Ave,NASHVILLE,17.0,37203.0,36.14020854549654,-86.76525433479395,"(36.14020854549655, -86.76525433479395)"
221339,205208,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/25/2019 03:49:59 PM,,hubNashville Community,,,,False,186395.0,False,1202 Katie Ave,NASHVILLE,2.0,37207.0,36.196693700000004,-86.78026240000004,"(36.1966937, -86.78026240000003)"
222078,186395,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/19/2019 08:29:21 PM,,hubNashville Community,,,,False,,False,1202 Katie Ave,NASHVILLE,2.0,37207.0,36.196693700000004,-86.78026240000004,"(36.1966937, -86.78026240000003)"
222091,186662,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/20/2019 03:23:37 PM,,Phone,,,,False,,False,3116 Laurel Forest Dr,NASHVILLE,14.0,37214.0,36.15216829999999,-86.64789400000002,"(36.15216829999999, -86.64789400000001)"
222165,205151,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/25/2019 03:15:41 PM,,hubNashville Community,,,,False,186395.0,False,1202 Katie Ave,NASHVILLE,2.0,37207.0,36.196693700000004,-86.78026240000004,"(36.1966937, -86.78026240000003)"
222209,478987,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/10/2020 02:48:21 PM,10/13/2020 02:29:17 PM,hubNashville Community,,,,False,,False,,NASHVILLE,19.0,37219.0,36.167851711608954,-86.7831538,"(36.16785171160895, -86.7831538)"
223755,29802,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,11/26/2017 10:14:49 PM,11/28/2017 01:51:38 PM,hubNashville Community,,Other,,False,,False,,,,,,,
224343,28981,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,11/20/2017 09:30:33 AM,01/24/2018 04:09:09 PM,hubNashville Community,,,,False,,False,,,,,,,
224608,179783,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/06/2019 04:16:46 PM,,hubNashville Community,,,,False,,False,882 Kipling Dr,NASHVILLE,13.0,37217.0,36.1308765,-86.70282270000001,"(36.1308765, -86.70282270000001)"
224903,474403,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/02/2020 03:54:27 AM,10/02/2020 08:45:11 PM,hubNashville Community,,,,False,,False,2208 Elliott Ave,NASHVILLE,17.0,37204.0,36.12908566159248,-86.77976819325409,"(36.129085661592484, -86.77976819325409)"
226943,197020,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/09/2019 05:41:37 PM,,hubNashville Community,,,,False,127478.0,False,4505 Georgia Ave,NASHVILLE,20.0,37209.0,36.1554539,-86.84173790000001,"(36.1554539, -86.8417379)"
227750,472313,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/29/2020 01:22:22 AM,10/10/2020 07:15:33 AM,hubNashville Community,,,,False,,False,2503A Inga St,NASHVILLE,5.0,37206.0,36.197731435648045,-86.75021097092835,"(36.19773143564805, -86.75021097092834)"
228207,477558,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/08/2020 04:37:42 AM,,hubNashville Community,,,,False,,False,816 Shelby Ave,NASHVILLE,6.0,37206.0,36.170115700000004,-86.7546205,"(36.1701157, -86.7546205)"
228267,477560,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/08/2020 04:43:53 AM,10/08/2020 02:55:14 PM,Mobile App,,,,False,,False,818 Shelby Ave,NASHVILLE,6.0,37206.0,36.17025599999999,-86.754533,"(36.17025599999999, -86.754533)"
229073,487803,In Progress,Property Violations,Short Term Rental Complaint,,10/24/2020 07:30:58 PM,,hubNashville Community,,,,False,,False,1809 Eastside Ave,NASHVILLE,6.0,37206.0,36.168380400000004,-86.73834040000001,"(36.1683804, -86.7383404)"
